layer,query_index,rank,token_index,row,col,attention_mass,map_path
4,144,6,4228,58,52,0.009101212956011295,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,7,3652,50,52,0.009026631712913513,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,8,3363,46,51,0.008689546026289463,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,9,3366,46,54,0.008584940806031227,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,10,3722,51,50,0.007838490419089794,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,11,4012,55,52,0.007673914544284344,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,12,4084,56,52,0.00763231934979558,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,13,3939,54,51,0.007247313857078552,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,14,4157,57,53,0.006924386136233807,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,15,3508,48,52,0.006570131052285433,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,16,3581,49,53,0.0063931201584637165,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,17,4010,55,50,0.006320854648947716,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,18,4301,59,53,0.006149538792669773,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,19,3505,48,49,0.006126136519014835,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,20,3650,50,50,0.006041122134774923,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
5,144,1,3867,53,51,0.04203048720955849,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,2,3722,51,50,0.02918539009988308,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,3,3434,47,50,0.026498395949602127,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,4,3652,50,52,0.021524816751480103,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,5,3794,52,50,0.020541492849588394,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,6,3363,46,51,0.013172025792300701,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,7,3796,52,52,0.011398576200008392,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,8,3366,46,54,0.011350246146321297,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,9,3361,46,49,0.011201664805412292,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,10,3870,53,54,0.010988383553922176,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,11,3650,50,50,0.009823639877140522,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,12,3505,48,49,0.007722937036305666,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,13,3508,48,52,0.007133922539651394,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,14,3360,46,48,0.006984231062233448,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,15,3725,51,53,0.006741897203028202,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,16,3721,51,49,0.006704922765493393,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,17,3581,49,53,0.006549390964210033,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,18,3295,45,55,0.006513429339975119,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,19,3223,44,55,0.006184288300573826,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
5,144,20,3510,48,54,0.006106865126639605,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_5_query144_attn.png
